"","x"
"263",8.67197926712635
"264",13.6307263369243
"265",10.8953588045515
"266",18.1418524701556
"267",15.7397725551295
"268",5.52054937218262
"269",3.36319965410716
"270",29.0287020343823
"271",22.4518235279901
"272",13.4054028374886
"273",15.4102060061222
"274",11.534662557895
"275",16.9847842554746
"276",31.3588577578041
"277",8.82446114300929
"278",6.17248689650227
"279",16.8804434815676
"280",23.2463806866011
"281",15.7749742559513
"282",24.471849373997
"283",13.1519780491695
"284",12.7978145815583
"285",17.3170190340004
"286",12.7405883762254
"287",20.4213677170344
"288",13.1050364051019
"289",15.7133896932461
"290",23.2766971924622
"291",12.6030852086567
"292",25.7947319958851
"293",31.7762546203079
"294",25.9255217988292
"295",10.8705532003112
"296",27.0893348495539
"297",14.3095589218641
"298",17.4642702363645
"299",16.2069904929785
"300",35.2935505905732
"301",18.2149711507665
"302",27.4340665142573
"303",10.9630318607725
"304",16.0629834034137
"305",11.8547305620892
"306",10.536836690351
"307",10.31816795559
"308",18.701888094292
"309",17.1233083544466
"310",26.9100128461102
"311",28.9162646582429
"312",12.5000077513538
"313",12.7242835812907
"314",4.80688818421229
"315",10.6816983068382
"316",14.9585407560777
"317",17.5904503199901
"318",14.5253169314613
"319",29.6789492781799
"320",12.6638603708175
"321",11.2304643692992
"322",24.3950181619005
"323",11.0067553232334
"324",8.92295756287947
"325",13.3157819943059
"326",33.8916058362766
"327",10.795280252665
"328",30.8163463938689
"329",15.6227052572147
"330",20.4972722716223
"331",14.3731724883059
"332",12.3856565231598
"333",10.4068546450407
"334",13.1070194259377
"335",10.9336815760743
"336",14.7160423770642
"337",11.513860209074
"338",29.0606153710332
"339",16.4189480803566
"340",7.39997123421919
"341",15.171297074177
"342",12.3567748906648
"343",11.8232410810748
"344",18.5965023589445
"345",17.0008359062582
"346",11.0805339127675
"347",10.1242202032314
"348",16.2626639594949
"349",4.70748635125885
"350",18.0712068771298
"351",12.0373081320079
"352",13.0375378892747
"353",14.8038565663587
"354",16.9625895364084
"355",9.22239445292792
"356",21.9818829658658
"357",13.3172153148424
"358",10.9969373834194
"359",9.74799012026478
"360",16.2266288928935
"361",17.0369160060835
"362",19.0305944095342
"363",6.2231568311688
"364",31.649346298259
"365",11.6183895636091
"366",25.3997057508286
"367",1.91831110970436
"368",14.4039374508702
"369",0.77935734506929
"370",14.6450180427835
"371",17.0001354904184
"372",14.649532980412
"373",14.4417473456795
"374",8.7335502530799
"375",16.3954828349578
"376",33.2477758563832
"377",11.1929084037686
"378",11.2823079009535
"379",11.7065841009811
"380",17.308085936856
"381",7.36279959392165
"382",8.99835906258329
"383",16.9177815184459
"384",14.6858851133212
"385",18.8381040155969
"386",16.9708563736574
"387",17.4737275908029
"388",16.4179934216674
"389",32.315305027021
"390",14.9100412481497
"391",16.5091093456956
"392",7.12198243564334
"393",17.0979226150728
"394",14.6603167472588
"395",6.25782679132077
"396",32.6013241868589
"397",36.5846352138447
"398",14.0951434646812
"399",11.4065844968534
"400",15.5384366212505
"401",15.8860813484979
"402",16.9854428574033
"403",6.64755649538532
"404",16.8418247919959
"405",12.49133599033
"406",10.6816368731146
"407",26.9289226691013
"408",14.4330883810717
"409",14.9627058241064
"410",38.7038986376664
"411",25.2228124481747
"412",15.1309956438262
"413",16.7698003577323
"414",14.426816714321
"415",27.7348882220197
"416",10.3103258170426
"417",11.6804525440778
"418",24.6310313596901
"419",4.07645761145695
"420",13.5653218684012
"421",6.29880200675815
"422",24.2093297000813
"423",17.828174474043
"424",9.8693668046499
"425",15.6388462698361
"426",9.42962596261893
"427",8.00588943276746
"428",25.2985019793526
"429",10.8953185957202
"430",19.6651570741365
"431",30.5022628406452
"432",25.3359499509774
"433",31.7338934054033
"434",21.7809340564414
"435",19.827035807035
"436",11.0037986431499
"437",10.4008365433708
"438",7.24632680627097
"439",9.44230208352427
"440",14.2178576917994
"441",14.862837460594
"442",6.37512773469245
"443",17.3026497915758
"444",23.2699538492649
"445",19.079845853274
"446",12.8799349113257
"447",20.2563206751545
"448",31.6059004013157
"449",13.6428504092779
"450",18.689773560284
"451",15.2249736041863
"452",9.89136404935611
"453",24.3780887345166
"454",15.3083380350894
"455",17.6863586075055
"456",10.3859659834897
"457",9.83818476440838
"458",13.2178800347379
"459",16.9419479113801
"460",34.0169863836263
"461",8.62075293001164
"462",36.9093689641069
"463",19.2389887716383
"464",12.3630009191143
"465",12.5606692667606
"466",23.3449144411722
"467",19.0082282104562
"468",14.1456414925623
"469",11.9977914965814
"470",17.967241526672
"471",22.3148316587153
"472",27.7454153373358
"473",7.01720635238502
"474",25.5179729300717
"475",13.4065079554451
"476",21.8633396465851
"477",19.6493351026939
"478",6.58598574249592
"479",27.4525162477591
"480",24.3666325415328
"481",28.2540833177505
"482",4.02055012079385
"483",6.42825719261772
"484",19.8234214235641
"485",30.4067564938582
"486",20.1341237170657
"487",15.7713789939914
"488",16.2577403325393
"489",13.6868295600837
"490",15.4532922298764
"491",25.3835472176503
"492",19.4527624454936
"493",26.1850417340722
"494",11.3910628821875
"495",22.9836326098379
"496",8.75651768261675
"497",4.76405695084415
"498",8.73494955508053
"499",7.42626220023292
"500",12.7334852496267
